,KQ[0],KQ[1],KQ[2],KQ[3],KQ[4],KQ[5],KQ[6],KQ[7],KQ[8],KQ[9],KQ[10],KQ[11],KQ[12],KQ[13],KQ[14],KQ[15],KQ[16],KQ[17],KQ[18],KQ[19],KQ[20],KQ[21],KQ[22],KQ[23],KQ[24],KQ[25],KQ[26]
01-10-2019,15,21,86,66,29,93,15,32,33,53,88,49,85,28,98,97,96,8,63,3,14,57,80,78,45,16,7
02-10-2019,81,95,16,73,10,88,81,4,74,31,61,56,70,96,76,53,26,15,17,51,9,25,12,81,74,98,57
03-10-2019,27,66,73,82,81,54,59,19,52,27,74,25,39,7,77,61,75,28,35,1,51,44,75,59,67,14,92
04-10-2019,51,90,99,50,21,40,93,46,99,41,56,19,88,50,70,50,29,74,24,67,22,76,98,52,92,91,62
05-10-2019,52,31,44,25,66,76,69,58,78,13,2,6,71,92,91,52,46,40,42,75,16,71,64,4,9,11,50
06-10-2019,75,41,66,29,94,30,22,82,40,35,92,4,78,67,63,77,30,12,91,88,56,60,26,24,49,14,56
07-10-2019,0,57,3,6,35,99,43,64,14,88,93,65,17,89,16,75,64,47,80,95,47,83,29,54,24,74,85
08-10-2019,1,29,26,77,63,37,93,35,56,31,97,11,54,69,68,89,5,50,89,82,45,38,74,21,48,18,68
09-10-2019,84,20,70,26,84,70,21,81,32,39,72,50,93,78,66,98,35,22,8,97,27,53,30,33,48,64,34
10-10-2019,46,87,69,86,21,83,92,17,2,74,83,9,40,24,28,4,60,5,20,59,72,34,53,81,30,29,42
11-10-2019,68,0,12,14,50,74,18,67,18,1,57,31,36,57,95,94,87,8,3,80,48,95,79,81,58,28,27
12-10-2019,9,92,70,47,75,86,34,82,80,48,35,63,44,24,29,69,97,16,34,3,78,19,58,84,86,45,64
13-10-2019,48,61,78,43,83,96,37,92,22,24,71,93,23,35,77,44,91,36,81,0,54,62,87,70,24,81,34
14-10-2019,11,57,21,17,33,36,79,44,25,67,75,59,77,53,40,62,26,44,75,55,80,75,87,38,50,36,2
15-10-2019,30,47,58,20,81,54,16,76,29,47,69,78,45,47,91,94,25,49,84,29,64,71,6,23,43,58,37
16-10-2019,41,5,90,54,6,76,97,12,94,29,55,16,5,73,8,25,15,61,16,45,81,65,41,7,63,29,2
17-10-2019,61,60,58,68,58,40,70,64,9,44,78,49,47,77,0,53,45,15,37,39,48,41,73,27,53,73,41
18-10-2019,97,32,93,42,83,19,3,59,37,29,48,59,77,95,85,18,97,14,11,48,47,44,78,67,62,74,98
19-10-2019,98,42,66,97,84,37,28,18,25,42,42,10,28,57,73,8,58,67,37,77,81,71,10,40,59,19,5
20-10-2019,49,95,76,88,71,92,73,47,43,75,13,43,17,50,60,68,19,61,35,31,96,74,78,0,17,47,86
21-10-2019,74,33,27,89,84,30,33,34,47,40,30,5,74,27,13,30,88,59,53,25,95,89,20,10,42,30,99
22-10-2019,37,73,68,29,87,2,34,63,69,78,76,21,49,95,33,57,4,69,69,14,66,5,86,41,35,24,21
23-10-2019,53,74,96,95,52,32,45,2,54,32,36,0,79,60,60,33,85,37,35,96,87,10,2,12,71,60,34
24-10-2019,74,57,14,38,90,19,48,62,7,20,19,89,18,84,16,7,43,56,4,15,4,88,90,98,86,99,87
25-10-2019,84,11,2,80,48,0,87,82,79,13,57,63,63,62,21,49,21,7,3,35,77,43,76,45,22,26,33
26-10-2019,9,97,42,34,1,80,13,93,68,59,70,19,71,68,68,42,76,90,5,28,5,87,52,85,94,59,11
27-10-2019,16,97,33,89,68,11,97,23,14,89,63,98,39,93,0,61,46,84,49,22,60,34,91,49,28,2,26
28-10-2019,39,97,25,49,55,60,23,3,86,1,60,70,16,34,59,31,18,46,54,27,66,31,3,1,9,3,17
29-10-2019,42,4,55,14,23,59,82,81,28,15,99,96,71,39,13,71,63,63,43,72,56,58,67,52,76,43,34
30-10-2019,98,63,23,99,78,89,96,46,42,11,68,30,45,50,71,54,27,68,49,14,49,56,3,26,24,47,15
31-10-2019,62,54,33,39,69,51,61,2,88,89,36,25,58,42,3,77,10,43,76,24,95,51,1,42,66,12,85
01-11-2019,68,92,92,23,33,45,14,61,62,11,16,52,3,64,52,78,70,20,72,86,56,71,39,51,83,72,87
02-11-2019,94,98,10,95,25,7,67,46,93,67,39,64,81,81,55,62,73,79,94,2,59,45,69,65,46,47,68
03-11-2019,11,4,38,35,12,24,9,64,45,34,47,74,94,25,60,44,84,44,93,74,29,3,77,90,20,17,11
04-11-2019,43,52,48,39,80,94,75,80,77,23,78,87,67,59,40,0,90,21,99,71,76,7,87,75,15,24,74
05-11-2019,90,34,10,21,34,93,88,22,57,32,4,62,0,29,32,43,59,57,63,3,98,91,51,78,94,48,54
06-11-2019,81,84,19,9,26,2,0,71,15,43,23,93,58,84,58,32,44,71,88,76,15,90,5,47,85,42,43
07-11-2019,24,95,91,31,96,55,1,66,56,40,83,3,76,54,86,75,99,36,36,14,7,0,23,83,95,96,5
08-11-2019,92,5,38,24,72,30,33,87,27,62,52,77,77,3,27,95,9,6,86,73,65,25,51,80,28,67,58
09-11-2019,2,77,63,50,73,93,91,67,90,0,77,83,95,91,85,93,88,95,72,0,58,9,98,60,73,3,74
10-11-2019,10,35,10,59,33,28,48,33,26,21,91,44,85,56,58,8,2,93,40,47,69,5,49,33,57,55,70
11-11-2019,16,44,35,9,81,19,20,19,39,17,75,23,32,55,96,69,70,14,94,14,59,52,20,27,51,2,87
12-11-2019,44,33,62,39,69,76,81,55,78,14,40,3,48,52,74,47,34,5,21,55,92,36,94,55,63,97,7
13-11-2019,18,39,54,27,45,8,50,16,68,29,48,97,76,28,79,38,7,83,6,65,94,80,67,94,68,81,75
14-11-2019,58,26,2,1,80,90,9,11,95,87,61,32,4,32,86,13,75,91,25,10,13,19,77,91,66,54,65
15-11-2019,8,47,86,35,32,50,58,2,87,46,87,83,49,5,74,92,91,61,71,55,48,0,83,50,77,19,69
16-11-2019,82,87,68,92,85,37,3,20,79,56,42,10,26,14,93,19,49,0,98,46,84,83,63,77,78,35,49
17-11-2019,0,87,13,68,75,29,24,81,21,21,52,93,17,71,71,13,42,43,75,63,58,30,86,1,2,71,7
18-11-2019,84,47,55,60,75,72,93,7,64,14,83,92,51,12,0,65,42,11,42,31,23,34,53,79,38,20,45
19-11-2019,42,40,33,99,47,83,86,84,4,66,98,81,44,80,27,69,40,18,9,39,58,58,31,51,98,64,63
20-11-2019,51,65,5,4,3,97,53,58,60,6,9,44,23,54,35,21,98,40,59,58,29,54,12,87,77,30,55
21-11-2019,15,24,86,84,20,3,5,68,58,50,76,35,4,64,57,89,95,43,43,10,69,68,31,3,8,12,11
22-11-2019,78,46,45,30,38,90,39,17,23,72,23,54,56,48,73,31,95,30,71,23,54,88,82,95,90,76,87
23-11-2019,36,89,61,68,12,47,52,23,77,8,62,61,97,42,12,1,74,84,91,47,68,50,96,80,5,87,25
24-11-2019,42,83,24,27,37,13,13,50,73,3,41,40,76,39,72,78,65,41,79,50,65,43,6,77,55,91,36
25-11-2019,68,14,26,36,39,89,56,74,85,24,98,58,7,31,8,26,13,50,84,13,47,11,47,26,81,85,93
26-11-2019,31,10,92,91,19,57,43,35,42,84,17,95,20,99,85,48,41,6,90,46,32,7,58,81,42,93,36
27-11-2019,57,79,63,23,26,25,16,42,6,89,73,7,24,25,49,22,59,6,46,58,40,7,26,7,19,22,79
28-11-2019,32,89,71,32,11,47,89,43,84,20,30,42,20,19,46,12,69,49,78,91,14,76,34,86,1,81,16
29-11-2019,3,81,5,78,87,48,96,1,65,48,37,42,13,38,52,22,65,31,25,45,3,38,34,47,35,66,78
30-11-2019,96,18,0,20,50,81,75,84,68,90,48,92,94,19,86,63,93,43,68,47,85,51,3,52,62,76,54
01-12-2019,87,89,48,59,32,32,20,61,62,26,98,8,82,27,21,57,34,80,78,80,61,15,23,61,90,69,18
02-12-2019,97,13,89,51,54,57,21,54,1,94,13,90,96,85,77,25,7,4,41,38,98,78,62,56,62,97,8
03-12-2019,97,44,20,46,95,6,77,37,44,93,68,65,37,57,68,79,81,78,98,31,39,11,75,6,8,79,29
04-12-2019,19,70,32,64,51,73,1,2,98,61,92,77,41,60,19,4,16,13,35,7,80,73,31,39,55,93,82
05-12-2019,67,21,42,93,9,80,94,75,94,42,84,61,30,40,42,25,74,37,6,43,92,38,87,90,35,78,75
06-12-2019,30,28,51,34,41,56,56,90,76,57,26,64,27,7,88,61,26,43,17,40,87,75,28,84,21,66,25
07-12-2019,38,99,9,21,72,78,29,16,61,46,56,56,28,41,68,16,28,6,92,36,4,73,82,21,99,68,40
08-12-2019,40,39,48,86,56,50,0,25,76,19,44,29,63,92,49,78,39,90,67,66,54,64,69,96,42,77,12
09-12-2019,76,57,76,12,92,15,21,31,59,36,47,37,27,72,83,11,36,23,8,13,94,28,93,87,22,38,1
10-12-2019,33,48,72,19,94,80,81,36,66,96,44,87,23,32,0,24,64,16,9,22,62,16,87,60,49,54,21
11-12-2019,85,0,99,76,1,42,78,22,54,97,50,59,20,57,47,10,38,78,24,18,61,7,99,44,53,15,87
12-12-2019,47,1,68,73,12,76,39,99,48,94,23,60,4,27,58,62,40,35,69,1,23,24,75,82,27,1,77
13-12-2019,76,96,49,17,51,32,60,43,75,26,88,60,48,92,28,76,86,61,60,84,14,93,13,49,16,93,1
14-12-2019,94,45,78,6,26,84,86,70,75,2,29,58,83,40,82,92,79,40,2,5,2,24,89,21,93,46,91
15-12-2019,6,81,1,8,94,51,58,13,68,41,72,36,75,27,76,2,4,14,32,27,56,12,95,25,97,53,6
16-12-2019,68,59,13,97,90,53,54,79,60,63,96,22,23,30,55,41,40,10,61,74,39,1,38,19,73,48,49
17-12-2019,22,60,34,96,25,14,78,92,37,11,25,71,18,35,71,14,24,82,66,41,77,81,89,32,72,82,76
18-12-2019,49,95,15,68,67,87,76,25,80,75,12,92,10,69,28,40,88,70,40,82,58,33,89,84,49,14,13
19-12-2019,81,29,0,64,44,62,27,49,74,21,26,60,50,49,11,84,33,89,58,73,35,38,62,74,89,75,26
20-12-2019,84,10,10,43,37,37,50,57,63,88,78,47,81,94,91,8,9,70,76,83,86,88,99,94,75,44,87
21-12-2019,48,28,85,91,5,36,6,3,88,90,91,59,10,84,38,49,46,60,47,96,75,12,50,26,24,23,5
22-12-2019,42,86,29,44,89,81,98,70,29,50,1,50,33,69,59,26,70,24,96,8,63,26,80,13,80,53,12
23-12-2019,24,75,69,12,29,35,44,2,12,3,1,35,91,96,51,84,2,26,60,94,74,27,4,52,15,76,7
24-12-2019,26,16,43,18,13,26,17,21,53,79,58,67,84,3,54,79,2,84,33,62,88,63,88,88,98,94,57
25-12-2019,81,30,92,24,7,61,86,28,4,30,42,72,58,51,59,49,94,13,76,26,33,59,18,38,59,2,43
26-12-2019,39,89,49,19,34,76,49,73,92,54,59,63,54,47,47,10,20,58,82,74,86,72,54,75,2,74,80
27-12-2019,77,8,64,37,66,94,51,26,58,34,83,55,78,18,63,19,95,84,18,66,80,96,2,47,32,41,0
28-12-2019,1,0,98,5,80,10,54,7,86,35,23,42,27,11,88,76,22,62,87,21,85,36,96,89,65,84,10
29-12-2019,1,60,5,26,66,92,63,4,7,96,93,16,11,55,20,28,44,60,25,1,27,81,99,85,51,52,55
30-12-2019,88,68,91,57,20,40,8,54,83,94,18,15,45,17,5,7,29,60,1,45,19,11,77,61,22,6,81
31-12-2019,8,2,8,86,75,77,17,54,84,4,64,67,98,29,66,39,45,42,71,91,90,12,77,14,92,29,48
01-01-2020,5,51,64,81,89,99,36,3,56,28,10,91,70,63,12,94,84,67,64,68,87,33,46,58,53,41,29
02-01-2020,4,9,77,82,19,56,76,14,10,18,86,4,69,41,29,1,12,87,82,38,11,31,76,58,34,88,48
03-01-2020,43,1,58,82,7,6,79,37,86,50,84,73,23,86,38,60,39,30,75,36,63,87,33,82,89,2,37
04-01-2020,49,19,7,19,79,35,84,20,88,15,98,9,11,97,6,19,61,54,67,99,86,53,20,47,71,70,7
05-01-2020,21,81,93,73,49,56,64,64,88,70,55,94,95,66,74,12,54,59,8,73,29,62,36,0,43,47,82
06-01-2020,12,16,45,84,25,23,35,69,72,27,46,59,94,43,34,6,14,44,47,70,16,38,84,77,89,23,10
07-01-2020,54,95,30,42,0,71,52,10,71,33,49,72,11,23,87,13,54,67,85,98,69,78,98,16,87,98,28
08-01-2020,4,32,23,49,52,51,2,4,58,64,92,8,3,72,3,83,93,56,5,5,75,13,97,91,71,86,45
09-01-2020,74,90,75,47,74,7,58,47,90,27,36,0,3,75,81,80,61,62,18,30,27,14,47,8,94,70,5
10-01-2020,96,49,80,32,99,73,30,14,20,86,8,88,38,64,94,48,61,58,86,60,31,50,58,96,22,91,41
11-01-2020,58,9,89,21,15,7,81,90,37,80,51,77,24,94,91,78,30,6,44,85,76,12,94,35,78,12,8
12-01-2020,80,46,76,11,58,90,69,40,81,69,15,60,44,42,20,8,29,31,35,59,86,38,57,8,24,53,65
13-01-2020,44,59,4,3,14,56,71,92,49,7,15,28,64,84,57,74,6,42,67,37,7,43,37,11,51,46,20
14-01-2020,64,35,76,67,91,81,65,26,96,70,90,96,69,83,58,17,44,11,88,48,2,12,28,12,18,7,97
15-01-2020,10,88,81,5,77,13,20,74,21,33,91,27,70,40,26,62,22,81,94,89,51,33,1,54,24,84,33
16-01-2020,82,94,70,22,38,50,31,44,81,12,60,20,92,62,91,32,12,99,37,29,89,83,18,93,71,64,19
17-01-2020,71,97,47,44,92,20,84,71,10,42,31,47,68,6,71,49,78,2,38,64,46,70,72,74,71,84,28
18-01-2020,6,18,37,46,80,89,9,42,55,18,51,81,30,37,71,45,98,35,50,74,49,64,1,89,71,59,48
19-01-2020,21,37,21,36,74,62,39,34,50,51,76,24,21,11,16,5,24,72,71,46,39,28,92,23,11,34,95
20-01-2020,50,59,39,97,33,72,65,97,63,41,51,19,24,11,9,8,19,72,96,32,48,20,76,13,85,37,44
21-01-2020,97,47,2,25,48,58,65,13,63,1,95,72,54,71,40,72,35,19,43,93,17,7,87,61,6,55,85
22-01-2020,49,83,21,92,31,17,51,94,75,55,29,43,49,70,76,48,11,42,95,78,36,57,98,58,9,30,62
23-01-2020,75,36,28,63,20,20,87,74,69,33,56,83,89,93,93,80,49,41,93,70,90,97,13,84,71,75,18
28-01-2020,40,95,73,63,33,51,68,26,87,59,81,13,40,48,13,29,33,2,46,45,83,7,17,84,90,81,4
29-01-2020,89,83,63,79,25,94,35,2,99,88,63,98,65,77,93,10,15,21,87,74,95,77,20,13,28,15,82
30-01-2020,12,92,58,23,38,5,21,75,4,60,38,45,79,85,83,41,97,41,17,11,89,52,51,65,23,82,34
31-01-2020,15,64,66,84,12,69,36,15,69,99,38,76,49,75,39,88,43,22,83,51,61,53,51,68,54,29,61
01-02-2020,30,85,63,68,27,30,46,39,41,75,39,17,1,22,62,99,7,39,32,48,65,25,15,22,71,82,57
02-02-2020,34,18,66,58,38,73,53,18,63,96,10,16,92,10,5,21,92,72,92,30,81,50,40,40,89,38,11
03-02-2020,7,78,50,57,25,11,78,49,99,79,88,73,91,44,7,49,11,99,25,37,0,11,9,85,30,97,68
04-02-2020,10,99,33,13,73,67,65,61,3,10,92,61,64,73,28,41,32,98,10,95,36,41,59,7,79,54,11
05-02-2020,15,40,62,68,16,62,21,76,42,68,10,74,84,93,67,85,0,5,93,45,86,9,66,94,59,18,97
06-02-2020,75,68,59,39,0,63,96,33,46,17,76,77,9,58,96,86,25,33,52,49,25,80,12,8,12,0,56
07-02-2020,73,7,39,96,82,28,95,53,26,90,6,72,79,2,74,59,43,48,21,43,18,19,49,40,71,18,12
08-02-2020,91,12,88,40,0,56,65,39,81,91,20,31,25,30,2,78,97,71,51,42,54,16,41,15,59,64,52
09-02-2020,47,43,0,8,81,39,61,23,94,51,78,15,60,68,71,47,92,17,66,9,73,43,17,4,78,48,87
10-02-2020,45,6,19,21,78,84,60,77,62,57,2,59,96,98,41,78,26,1,2,76,84,97,25,69,99,64,83
11-02-2020,96,52,63,5,94,63,96,16,5,54,37,97,11,55,33,64,94,11,36,86,68,94,93,70,3,36,84
12-02-2020,47,97,38,77,48,19,44,54,65,81,96,80,59,49,61,29,55,97,22,64,68,43,62,64,71,47,49
13-02-2020,32,8,23,36,73,34,54,69,30,89,13,31,69,85,22,56,96,77,13,24,28,6,6,5,29,76,7
14-02-2020,55,2,63,90,4,12,74,69,5,83,41,89,99,83,92,5,25,88,62,44,69,88,21,34,68,33,70
15-02-2020,17,46,8,27,88,32,78,50,76,43,57,20,51,60,96,63,32,40,48,46,48,40,43,41,30,88,99
16-02-2020,76,32,49,94,67,84,56,23,89,89,23,33,93,40,78,73,95,77,54,81,5,37,4,49,92,75,51
17-02-2020,17,56,68,70,12,9,90,57,89,49,53,21,77,65,50,4,4,41,78,10,77,70,35,70,42,23,92
18-02-2020,16,33,79,42,75,92,76,73,91,16,53,50,12,9,26,2,1,87,71,73,70,64,3,48,41,40,59
19-02-2020,98,53,35,65,57,73,69,33,60,99,76,11,82,39,10,93,15,17,50,57,45,59,75,85,37,52,50
20-02-2020,4,61,6,36,42,68,89,67,15,14,49,7,44,15,99,55,91,95,48,5,83,94,94,93,31,40,22
21-02-2020,89,41,78,40,84,1,18,1,61,5,19,5,74,95,29,66,65,62,85,32,74,66,33,57,40,61,67
22-02-2020,47,40,53,68,99,19,73,34,63,87,86,15,23,76,14,91,34,89,70,95,78,84,57,33,60,62,32
23-02-2020,44,4,2,40,97,8,78,69,3,75,61,20,7,57,68,76,63,26,75,71,77,65,75,42,73,24,38
24-02-2020,9,6,60,89,49,41,54,70,41,21,50,46,51,13,38,19,34,63,37,37,11,23,35,31,68,80,65
25-02-2020,76,91,79,99,11,39,87,5,87,23,93,79,68,61,40,6,18,42,4,77,48,66,72,50,76,24,36
26-02-2020,46,19,34,14,80,98,82,5,51,12,70,64,16,63,14,91,82,30,87,53,3,10,62,83,96,47,19
27-02-2020,22,43,83,43,52,82,44,77,73,86,12,91,62,82,91,5,0,47,58,20,94,20,60,52,81,7,6
28-02-2020,82,71,82,55,41,55,96,80,7,88,34,24,15,82,9,70,46,57,39,59,4,23,89,65,98,27,96
29-02-2020,5,18,66,63,50,38,89,2,22,46,87,33,86,70,68,54,3,26,45,52,15,10,12,94,10,5,1
01-03-2020,35,77,4,55,88,46,18,16,49,77,72,69,89,11,9,8,15,13,1,60,62,72,47,18,30,81,19
02-03-2020,87,78,65,0,78,56,62,56,15,42,23,82,12,49,77,20,37,18,58,60,47,96,6,85,66,74,94
03-03-2020,23,76,37,28,0,99,25,14,29,54,92,40,26,18,88,10,11,81,53,35,98,58,6,66,16,72,35
04-03-2020,23,41,85,77,83,14,46,79,49,58,97,53,93,8,13,77,24,65,98,4,59,98,54,50,31,38,61
05-03-2020,91,59,51,84,66,5,79,76,38,7,98,93,90,53,66,97,63,80,77,53,83,81,39,33,26,5,4
06-03-2020,54,73,2,93,32,0,57,3,73,58,38,26,23,11,4,73,88,21,47,98,77,63,57,0,83,71,17
07-03-2020,68,73,36,44,12,8,99,44,14,56,65,31,3,62,87,30,15,76,77,61,10,58,75,6,83,85,12
08-03-2020,60,92,42,57,43,77,10,2,94,21,48,85,92,40,95,22,65,35,43,29,61,55,85,3,73,33,53
09-03-2020,73,77,96,88,79,53,78,64,61,6,71,81,2,89,56,79,9,14,37,28,82,61,85,64,80,76,95
10-03-2020,49,29,42,65,64,81,51,51,14,5,7,19,97,79,90,96,64,90,55,14,6,97,71,99,1,17,63
11-03-2020,24,94,80,40,29,50,98,60,25,79,25,59,2,34,29,41,2,26,91,99,45,65,74,45,79,21,11
12-03-2020,51,7,21,93,39,61,94,53,29,62,54,82,32,78,31,98,18,32,21,35,9,21,19,44,56,1,47
13-03-2020,18,41,87,22,31,24,89,5,40,11,23,19,0,83,84,62,40,0,81,0,52,14,87,92,82,2,99
14-03-2020,15,9,60,22,28,70,50,16,71,24,90,61,10,72,81,74,5,15,13,99,14,87,21,98,35,2,15
15-03-2020,1,15,61,73,14,46,37,46,36,86,0,32,51,84,71,88,24,14,15,20,30,98,56,85,10,24,18
16-03-2020,22,57,2,90,63,0,45,56,28,40,86,44,88,34,10,74,24,66,75,15,98,74,58,30,77,0,29
17-03-2020,67,3,49,72,46,69,11,27,35,97,51,84,66,90,43,88,15,38,12,30,82,11,24,93,25,74,65
18-03-2020,89,79,33,53,16,22,72,41,59,64,92,65,94,95,97,18,47,88,0,26,51,94,94,12,54,28,90
19-03-2020,74,72,85,32,74,51,79,51,63,42,27,23,4,6,4,89,63,22,29,67,10,71,12,81,19,36,79
20-03-2020,36,68,78,94,55,64,16,75,46,42,41,62,68,56,91,91,14,1,6,71,31,74,31,74,73,89,21
21-03-2020,21,3,98,24,96,15,37,98,72,90,28,43,21,24,14,35,77,51,34,86,12,14,6,91,48,90,26
22-03-2020,24,60,33,53,52,76,19,95,0,22,13,13,35,27,34,4,58,69,22,72,91,10,17,48,9,87,8
23-03-2020,23,96,63,1,38,15,96,54,74,17,15,52,19,11,75,10,3,57,4,87,51,90,14,56,87,7,93
24-03-2020,78,12,93,59,20,22,77,63,21,74,5,43,31,85,16,88,87,37,65,29,48,98,85,99,42,59,95
25-03-2020,96,43,40,33,82,68,13,73,0,57,64,66,88,37,55,84,45,18,11,82,84,17,73,68,19,21,48
26-03-2020,35,95,48,93,76,13,38,4,95,38,72,3,64,93,12,54,95,58,6,34,10,55,36,6,93,82,80
27-03-2020,55,57,94,62,67,28,70,48,71,45,78,9,32,79,23,93,44,38,79,84,4,76,11,82,38,99,54
28-03-2020,59,9,59,79,14,79,91,8,6,46,81,2,37,31,28,63,91,53,95,35,15,58,45,74,3,10,23
29-03-2020,14,88,92,97,95,9,80,11,37,13,47,89,51,63,97,79,23,83,66,51,42,56,2,24,66,52,88
30-03-2020,2,59,12,9,80,55,63,49,40,67,59,21,43,95,39,93,82,6,76,49,14,95,58,55,94,79,5
31-03-2020,19,79,94,8,68,73,91,70,19,61,84,12,63,15,55,38,57,58,76,85,57,30,89,17,45,96,10
23-04-2020,3,70,18,28,22,3,31,94,86,8,26,90,91,9,6,62,18,23,44,46,95,58,10,32,3,81,8
24-04-2020,50,37,2,45,50,18,99,81,58,10,69,7,71,71,27,93,18,71,63,61,79,3,61,46,12,49,81
25-04-2020,25,6,24,87,88,80,19,80,34,98,83,47,98,86,94,68,20,42,78,85,42,60,13,14,40,50,46
26-04-2020,67,68,98,19,59,93,67,40,22,17,55,6,37,10,84,3,64,6,78,33,95,80,85,8,75,40,42
27-04-2020,61,1,16,87,27,12,45,25,2,56,89,73,90,58,73,88,91,77,60,18,41,62,89,21,91,28,58
28-04-2020,63,6,36,27,36,33,7,22,68,41,80,41,95,72,46,13,73,69,58,70,16,97,31,83,34,49,25
29-04-2020,98,62,29,33,52,39,73,34,55,62,88,40,72,96,17,60,3,70,64,75,47,58,36,3,72,51,6
30-04-2020,2,83,22,9,5,16,34,18,92,42,71,88,55,75,61,94,33,80,23,72,45,95,32,37,69,19,99
01-05-2020,66,69,43,72,71,25,99,84,41,98,46,51,95,56,88,94,99,34,85,20,2,98,82,64,68,38,69
02-05-2020,32,84,34,70,70,55,12,87,0,59,1,18,30,94,31,94,45,23,43,14,52,24,28,99,24,70,46
03-05-2020,47,7,9,89,54,8,71,57,16,14,28,42,90,18,57,73,39,88,68,63,80,85,74,55,84,15,86
04-05-2020,62,17,84,10,89,29,48,53,79,29,93,91,1,81,22,30,8,83,10,59,67,22,67,79,97,80,22
05-05-2020,72,29,63,98,22,10,42,93,3,93,71,93,37,98,61,80,22,8,88,37,26,71,50,20,37,65,25
06-05-2020,36,45,26,94,68,43,30,84,16,86,35,43,31,72,41,74,29,45,26,20,13,73,13,25,36,53,15
07-05-2020,82,44,1,10,83,56,25,36,13,34,2,71,20,27,66,92,11,17,91,60,16,24,85,16,78,79,8
08-05-2020,41,17,28,57,55,59,7,54,57,48,4,13,23,79,74,68,74,28,10,3,59,45,7,42,67,86,95
09-05-2020,70,98,99,37,61,48,95,38,3,25,0,4,34,13,5,25,3,22,22,58,19,41,44,75,25,85,2
10-05-2020,65,5,80,9,48,54,51,76,46,16,42,2,74,2,89,9,34,80,16,70,52,36,94,22,80,59,44
11-05-2020,19,25,80,76,66,55,64,99,94,48,92,5,68,36,81,16,0,49,39,95,65,65,53,97,43,73,95
12-05-2020,9,93,97,29,61,42,24,52,80,76,44,12,42,18,61,46,68,0,85,33,25,27,88,33,22,62,35
13-05-2020,95,63,68,72,64,37,26,3,20,85,88,21,11,77,42,72,21,2,81,88,33,48,55,50,63,39,17
14-05-2020,63,43,75,46,7,45,83,71,65,67,77,71,74,72,93,45,4,46,28,42,81,78,24,15,44,90,12
15-05-2020,95,38,31,59,8,17,40,69,33,1,12,47,31,8,78,7,41,61,95,41,37,7,56,93,79,22,73
16-05-2020,46,78,61,30,75,65,35,36,51,75,71,13,8,92,30,79,45,72,28,82,11,51,28,24,44,23,52
17-05-2020,80,64,35,34,85,83,81,47,93,34,54,80,97,40,23,35,72,15,76,23,18,96,87,30,40,88,38
18-05-2020,54,63,49,49,68,16,11,84,34,42,76,67,11,15,52,90,42,74,96,16,83,10,79,35,3,46,42
19-05-2020,0,15,92,34,90,55,57,0,97,57,26,10,55,64,35,44,37,25,26,49,39,79,55,75,13,43,4
20-05-2020,65,85,41,64,10,76,58,51,84,98,5,61,68,73,59,8,63,7,42,43,12,39,37,88,5,28,12
21-05-2020,38,2,74,41,71,68,77,79,1,14,57,62,63,79,21,69,51,10,38,26,22,94,24,60,94,32,54
22-05-2020,98,82,18,8,50,97,98,81,51,40,82,36,39,12,77,67,42,25,41,84,26,98,37,78,93,87,66
23-05-2020,91,31,93,25,39,2,1,15,9,97,77,76,70,81,37,84,39,6,93,2,24,84,11,71,58,81,77
24-05-2020,79,31,86,82,65,48,56,91,15,95,37,32,36,14,83,87,46,50,83,85,82,48,14,22,57,12,19
25-05-2020,11,14,17,47,10,31,85,75,11,60,47,53,39,0,85,43,24,87,11,41,24,53,20,99,12,78,64
26-05-2020,54,31,51,24,88,61,64,79,44,48,74,89,15,94,69,1,82,9,65,97,51,55,10,71,50,0,61
27-05-2020,61,3,7,10,55,5,60,51,84,74,73,56,14,98,10,43,73,30,22,64,75,87,62,48,68,91,39
28-05-2020,13,78,44,87,87,34,62,78,58,87,92,55,3,19,94,89,81,63,80,63,92,42,13,45,10,50,71
29-05-2020,54,63,11,58,54,80,97,18,57,25,0,78,19,83,56,19,31,76,36,66,38,98,39,17,18,73,62
30-05-2020,64,26,50,15,65,22,40,32,71,24,12,40,45,45,9,22,69,2,95,72,80,81,88,80,17,44,75
31-05-2020,34,66,94,25,33,49,46,51,31,81,41,21,38,47,82,69,43,64,34,52,43,79,59,48,17,77,61
01-06-2020,23,33,66,61,49,64,13,76,88,77,8,27,78,43,29,68,13,8,98,20,91,61,88,59,3,51,52
02-06-2020,22,10,67,26,25,29,23,83,59,87,81,46,53,25,5,9,50,17,35,27,3,90,56,51,12,16,39
03-06-2020,0,36,3,32,93,93,11,1,80,62,95,90,44,30,77,44,50,84,27,48,77,35,33,79,9,33,75
04-06-2020,78,37,12,31,44,42,23,59,17,72,10,36,54,93,39,59,80,67,88,49,38,92,95,4,27,6,66
05-06-2020,13,36,76,22,20,66,26,99,2,13,1,0,80,47,42,47,38,3,53,8,30,26,47,31,23,38,42
06-06-2020,32,37,28,34,14,13,22,92,64,36,40,33,32,8,72,95,3,23,45,28,81,41,63,19,52,67,77
07-06-2020,39,54,28,28,76,94,50,3,38,18,42,74,66,48,19,61,32,45,21,83,21,8,19,27,55,64,91
08-06-2020,60,18,75,82,7,81,71,65,49,20,20,78,88,15,41,70,85,12,63,77,34,49,95,12,16,7,18
