,KQ[0],KQ[1],KQ[2],KQ[3],KQ[4],KQ[5],KQ[6],KQ[7],KQ[8],KQ[9],KQ[10],KQ[11],KQ[12],KQ[13],KQ[14],KQ[15],KQ[16],KQ[17],KQ[18],KQ[19],KQ[20],KQ[21],KQ[22],KQ[23],KQ[24],KQ[25],KQ[26]
20-03-2019,20824,1740,8150,76859,77257,99634,9195,73097,84124,65293,4451,8567,2454,8293,2186,2703,3827,8519,2139,401,395,841,56,49,27,85,83
21-03-2019,43185,7303,49568,58668,65443,97464,24322,50874,67075,16672,3720,5302,5434,1653,8898,3490,3670,704,7019,9615,748,477,9,22,18,71,78
22-03-2019,97477,21663,27194,19868,70166,61275,26300,21701,93438,7936,8469,9289,7125,8554,3250,7049,7693,4846,696,2840,295,868,562,23,27,73,63
23-03-2019,40005,35790,21352,90568,61698,49234,44747,45726,24442,62083,77,9626,2022,1450,8585,8330,1643,8467,7111,7308,730,414,899,44,46,15,2
24-03-2019,86472,34087,23223,46303,27124,1743,5559,18022,77787,34939,7350,6083,3925,5316,8954,9,4021,9354,7213,7050,9,961,792,13,89,64,22
25-03-2019,25019,8621,82233,79658,14697,2085,93733,22191,60065,92953,6311,1591,8863,220,3517,751,1717,1323,9063,7651,347,498,704,99,86,40,76
26-03-2019,94499,86607,96465,17648,57899,71843,30838,97765,16716,74046,9587,8069,6591,1882,1728,9984,9535,5352,2240,8010,523,309,233,43,92,95,61
27-03-2019,63559,66068,83290,77658,61664,91889,25868,61410,85080,2144,7383,8484,894,5532,2052,1215,5244,1416,3515,3159,971,852,120,36,27,47,77
28-03-2019,27974,44982,52996,92837,33414,96568,64450,85442,27235,40406,8914,8924,9720,3802,1435,9043,9064,4100,8500,8610,156,480,422,11,85,18,62
29-03-2019,21642,2102,55220,64771,28216,69762,95624,23630,27277,84984,5257,3349,4682,7428,4212,8946,1731,3399,3339,7363,503,905,100,1,26,92,81
30-03-2019,64361,22750,51712,65124,74983,3844,62856,44159,51120,3596,4644,8143,8172,3888,4399,5318,8360,5482,4055,8232,495,353,663,36,42,9,99
31-03-2019,13748,11388,4575,54906,20090,52505,41534,53064,37537,61849,1497,3003,3036,6273,8843,4328,1021,2761,2120,9535,732,254,697,97,15,49,10
01-04-2019,83620,53556,61108,4197,64435,15828,94161,36243,20885,38847,5349,2960,1510,596,816,9952,4627,9183,8122,6682,666,726,462,91,15,55,56
02-04-2019,71393,78853,36231,8575,76318,83675,99917,96070,67000,63508,5496,2101,2392,7413,6387,2590,3365,8788,3965,6703,985,750,986,8,56,88,14
03-04-2019,18934,67542,14448,31237,25196,95292,29247,11416,52018,88798,1973,8931,4634,3975,9852,7886,1781,3377,6076,7706,252,788,680,30,29,64,77
04-04-2019,70084,17245,16096,15869,61663,56702,15845,91722,32683,62286,7898,7209,6976,8146,7127,6706,7476,9531,9500,2091,760,626,664,41,97,79,85
05-04-2019,91458,40827,42429,96005,7495,72538,2468,71294,66383,16890,2666,8722,1005,5712,2923,3042,6648,4637,458,7714,880,173,263,27,75,24,91
06-04-2019,61188,86876,94020,70401,8441,18807,15190,15158,77086,42796,2772,1736,5092,1291,4689,3752,1374,7640,8034,2284,824,260,743,66,7,34,67
07-04-2019,98764,79647,7702,41768,86610,90956,26671,12352,94528,89846,8245,4160,2442,4651,6014,1804,1759,397,5249,2272,234,31,712,40,0,66,1
08-04-2019,37110,61647,64872,28185,85265,98046,2097,74307,17403,66045,7617,5402,5377,1693,9499,4650,5471,6154,3210,1800,676,668,264,40,7,52,95
09-04-2019,31765,91814,66098,72718,6349,44736,97712,44742,8418,27865,6205,3822,8665,7672,3907,1721,3823,2826,2952,2339,63,881,136,91,29,60,50
10-04-2019,5284,67799,64046,29695,18232,75049,91776,64971,3866,60126,682,8612,9802,9965,2066,4932,3722,9806,2243,1470,413,594,104,52,99,13,36
11-04-2019,52236,50212,47393,84348,85287,30320,18820,35073,65762,63272,6113,8501,2218,6085,307,5105,9710,8808,5659,1934,602,745,424,12,1,4,56
12-04-2019,84308,39159,78310,64382,50889,88095,53787,22594,12468,82918,6370,7531,4911,207,2188,8952,4351,7119,3980,4038,271,217,96,73,21,5,0
13-04-2019,46181,26851,76785,61246,25059,68851,20694,53494,85151,68213,3916,2957,7662,2723,3718,258,5611,9986,8020,3270,341,464,638,82,47,45,52
14-04-2019,2867,96545,34696,58670,96019,92635,81797,49057,81140,60633,1182,483,1342,5126,3926,2100,2630,4813,3914,5214,777,921,454,71,54,39,84
15-04-2019,57843,22538,43677,44518,92606,95454,4321,38557,81673,14622,1964,6213,1314,347,2403,7902,4291,5065,4652,7607,272,902,839,24,80,16,81
16-04-2019,11022,57948,46157,24971,80139,79032,32128,49997,17861,59295,2946,4543,1361,3392,6781,4192,3032,3188,222,5636,202,490,952,45,25,22,82
17-04-2019,61619,32144,77208,66550,91501,98288,21382,556,70906,63432,3248,7212,9273,2562,79,1867,5023,4816,8877,2133,498,524,579,51,16,49,94
18-04-2019,54399,81519,40486,17385,43886,92649,78506,89920,91700,35527,8096,7461,106,7351,4311,1637,9863,1686,1203,9123,653,13,296,90,92,12,36
19-04-2019,73588,12423,59104,75395,6920,28874,45615,73500,33535,97702,4968,251,4251,4942,6970,407,8114,8784,3329,3069,992,530,558,8,24,93,55
20-04-2019,78697,10401,83798,63698,47363,87370,21831,30084,25454,37997,8330,3147,2983,2,5818,7125,452,6360,7132,5017,836,131,405,96,66,62,19
21-04-2019,66103,27160,68035,90974,16919,77595,1238,94869,69102,48123,1026,6369,5971,3693,5829,982,9569,9232,4006,339,741,391,1,66,64,30,89
22-04-2019,78819,34809,11946,98103,74969,49134,50035,37112,9272,64420,4978,9239,1574,5773,9962,1437,4658,4769,5078,8509,141,518,573,59,19,0,78
23-04-2019,95541,87314,18334,90509,94798,45157,24947,40973,44038,65617,5052,7310,3589,4889,6271,8748,7539,9828,6164,9662,202,27,809,58,96,48,87
24-04-2019,61229,64831,868,27719,81881,44597,54140,81218,8382,42866,1063,1175,196,33,6405,2895,6775,923,8548,5912,458,651,973,30,90,52,1
25-04-2019,44188,53421,45059,72084,17891,27596,77786,1952,14936,22174,4546,7497,9332,7944,5018,6027,9634,6974,2142,264,879,328,792,76,62,84,80
26-04-2019,41702,18023,75633,30292,95500,49684,22534,96913,53619,69423,4175,8788,3148,800,9727,788,8233,9301,7988,1557,941,607,895,92,51,16,12
27-04-2019,66029,94740,58069,60284,42218,15942,90074,98098,66531,88293,4080,7365,4190,9778,3003,742,9202,3960,5242,3212,145,115,398,28,86,26,64
28-04-2019,61019,8071,36956,43274,19721,97735,34803,78074,14794,62461,372,7354,8450,3651,699,1868,8281,7436,7935,2913,118,668,234,80,83,70,2
29-04-2019,417,99059,74233,19149,8786,90237,16254,23175,12778,9000,5418,878,7429,8988,8242,1528,9730,4112,8010,6689,306,45,985,24,99,68,97
30-04-2019,93006,63474,19372,89850,15658,14514,98848,56985,95486,62682,2956,7500,1273,1345,39,6205,3869,6027,5590,4003,130,456,698,41,21,38,79
01-05-2019,34641,56596,81188,95672,13683,44507,57885,99753,72552,85043,3194,7018,6023,5632,6205,2598,5631,4785,1752,7941,520,759,474,93,81,63,54
02-05-2019,94761,27423,52089,33063,17346,33139,16736,1430,67481,8122,5494,3915,3852,4205,2306,1966,7662,1363,6045,4200,440,74,418,33,49,90,60
03-05-2019,12050,74867,11837,29582,86838,7814,50022,43043,97176,56876,2363,9089,1324,5319,4885,4422,7144,583,174,5654,489,261,200,30,96,70,75
04-05-2019,63371,61735,93293,66824,42445,51148,51248,25354,54780,3866,2121,3319,6444,2296,931,6277,9100,6159,9167,1289,343,823,593,25,23,3,60
05-05-2019,21900,21590,77814,7880,88885,37102,31251,21211,81019,14854,6022,1370,4771,6583,2919,2093,8435,3754,6953,7963,333,374,515,41,17,16,32
06-05-2019,44642,33245,51731,58918,86510,23429,14671,70334,19863,2608,3563,7723,1189,1960,4567,2004,5356,1643,7779,4850,639,181,737,33,79,93,26
07-05-2019,74530,97659,92731,72498,69084,7844,77881,96914,51017,3073,9896,5550,1053,6390,9959,5205,9723,2701,9917,792,838,832,555,49,43,2,66
08-05-2019,36128,26736,96881,19959,10025,44711,57752,37464,74913,61368,6273,4768,6316,8559,1138,5803,4730,2198,4767,1587,810,681,188,90,89,15,24
09-05-2019,73052,42339,83545,50151,60411,94981,69304,74427,61572,91268,9868,8439,2376,4968,1143,2644,5479,7574,7254,3959,1,147,793,0,35,66,67
10-05-2019,95735,32369,92000,14942,47217,37126,80512,98470,77528,3272,1299,9856,3072,1463,4636,6868,7255,9113,8762,6625,342,85,940,71,99,39,79
11-05-2019,48500,57392,76623,40780,87331,77449,80447,51697,25926,73951,2192,8235,3304,727,9393,1610,4491,1252,6666,103,63,932,529,49,62,57,22
12-05-2019,55886,88930,64361,57913,59974,65877,72267,17766,64757,5955,6416,2257,7256,8077,4068,9923,3342,2980,6080,7315,662,60,707,69,27,5,98
13-05-2019,75368,37158,80493,16955,97592,51907,19021,7997,53557,72877,7369,2235,9650,7699,2346,6422,4793,7344,8014,2746,347,259,591,59,65,90,75
14-05-2019,38982,5375,60528,32359,66826,37607,39653,9553,41779,3386,4574,6192,7468,3405,5298,9749,1395,4325,4017,1260,350,418,660,13,93,80,55
15-05-2019,22819,20823,46041,84326,64735,82655,66476,49302,17047,45587,2938,1239,2553,2370,1355,2398,3873,8551,408,7133,432,908,213,81,18,33,17
16-05-2019,23736,79828,3842,6815,21375,62432,1012,10442,60475,47621,2372,8131,1127,6389,440,6823,889,6006,2353,285,407,967,836,26,90,60,96
17-05-2019,10532,89701,62850,33857,78704,82581,44059,37501,81191,16255,1515,1612,6947,2886,1775,7604,9546,7980,4601,3484,35,215,349,0,5,45,54
18-05-2019,92849,559,29651,34273,13382,58591,11158,15549,92309,28277,7652,6684,6421,5766,6999,3505,5416,5169,3740,7973,136,761,834,67,19,57,54
19-05-2019,20112,93858,16996,72107,39550,52015,61595,77482,7613,31996,225,7577,9976,6368,5144,7703,1841,2886,2487,4869,557,594,385,68,49,44,15
20-05-2019,43464,93972,68146,13245,63982,99181,35268,27480,59551,49534,2781,1382,9744,8878,2181,7683,5356,520,3021,9102,807,376,552,60,1,47,15
21-05-2019,4934,10898,8895,1278,17137,1068,97069,71807,48890,43994,7046,3826,119,5064,5464,4498,9375,9087,1398,7094,378,159,40,37,57,56,29
22-05-2019,31635,94144,14202,22957,37202,7147,46919,50485,34777,47286,7964,4405,167,7978,5981,7847,3402,6945,2838,1600,888,94,338,39,99,73,0
23-05-2019,98583,27637,48674,8303,38452,65186,63608,41365,83456,22594,336,7253,7392,4643,7746,8169,3831,8581,2202,5244,279,973,445,59,96,38,55
24-05-2019,71563,34966,82444,88918,19442,42175,33393,61638,48266,99851,670,4018,8498,9732,1710,5371,2326,7835,402,7765,271,76,10,52,27,48,33
25-05-2019,45433,95029,6179,40110,51962,34187,61754,85918,79013,88620,8162,8953,1216,6560,4162,5572,8964,2420,1559,5032,225,818,519,45,36,70,60
26-05-2019,90064,85688,57208,1582,38169,82509,35688,70502,97068,34555,3075,1292,3925,5490,4097,2054,8677,4047,2922,614,938,623,809,92,7,12,14
27-05-2019,9247,13662,64142,59143,14872,72216,58252,40451,93084,57800,7105,8527,2978,5426,1154,1985,9532,1126,5814,1222,887,859,798,79,43,45,69
28-05-2019,96458,53626,1829,46134,45640,12224,49305,86166,10180,82222,8067,8465,9334,4441,5549,3444,6095,686,9083,3976,811,504,784,43,72,73,2
29-05-2019,19146,39201,3424,67397,41744,46873,37721,10967,26257,86737,7136,695,8730,6993,4407,8675,3601,7633,7265,2937,402,253,30,81,30,48,94
30-05-2019,47625,24130,57549,85886,8983,13551,35420,13492,77449,60923,4146,4483,1089,5673,2814,6912,3335,3683,9284,3920,776,740,596,56,90,76,16
31-05-2019,79905,91614,38435,72383,38106,78679,66442,31373,15675,41276,6823,9037,784,5567,84,743,8822,9657,3698,7939,212,827,536,77,9,45,6
01-06-2019,68191,99702,85539,33753,18372,90180,53229,58582,7434,60098,2132,5066,5508,200,9042,580,1,485,6934,5086,925,455,954,63,32,23,11
02-06-2019,99357,57275,70337,97286,74567,96750,40718,95681,72988,25525,7360,4968,9893,2610,6331,1507,1445,3804,4731,6787,145,709,30,4,30,92,73
03-06-2019,31873,4482,97350,7952,68554,83819,6470,44762,1240,97661,391,192,6946,4859,4045,2060,3601,3061,6679,7293,403,830,845,49,27,36,89
04-06-2019,90686,90200,98553,96604,18568,39551,3652,58061,94951,77389,5020,323,2796,9909,9156,916,862,4506,7437,9642,467,946,895,91,59,97,79
05-06-2019,85267,1107,3793,34495,42477,89358,66072,13249,67837,13412,7851,2880,5405,9858,1352,1500,7475,8807,4050,1796,738,970,810,60,79,3,81
06-06-2019,35740,86961,18407,61706,20242,86652,29917,55302,78013,25751,6017,2982,1612,6484,2610,7765,3735,9778,3828,7581,754,517,447,15,67,95,34
07-06-2019,43073,42110,95748,18110,66924,99921,97753,64345,66289,90215,6140,1050,5296,3341,1797,1167,4480,593,8869,1720,606,214,468,20,36,86,75
08-06-2019,81575,81596,73165,33060,25277,71720,15078,42865,30307,58806,4989,4738,502,4670,1439,5313,9866,1700,675,8239,102,143,901,58,28,38,78
09-06-2019,53338,16854,58883,96877,65318,87928,18349,85596,67002,49801,6404,7116,1794,1839,5557,8024,1735,3052,1080,2762,600,483,708,57,33,78,55
10-06-2019,11797,20477,69109,68686,71613,66267,39589,71706,32732,34389,9206,1318,2887,6366,9020,5820,5759,239,310,1139,786,524,268,20,61,82,93
11-06-2019,92614,78683,19661,48233,12426,59975,96524,43386,58642,5166,5971,1695,7576,4166,6794,2842,201,6701,4773,8707,848,399,699,57,58,55,52
12-06-2019,34298,66905,74396,28987,76495,21191,26675,47023,85720,8707,1638,9267,278,8854,1652,2828,6028,7394,7156,9381,749,358,699,40,56,58,65
13-06-2019,69759,56608,41985,96681,57864,98050,38517,934,99499,10734,8182,3166,799,8724,7890,2353,5078,7163,6480,9905,846,629,583,22,16,93,18
14-06-2019,39101,12949,483,25293,91252,28436,22493,69686,88572,26361,6840,2548,4814,2494,8458,809,8344,3982,3415,6171,723,479,959,13,11,81,0
15-06-2019,16509,12231,32933,15508,89913,34295,73842,14449,12740,3632,9751,9457,5930,8627,804,5105,1729,2739,3813,8266,115,433,641,43,51,54,78
16-06-2019,2777,3098,57973,47366,23151,81241,87328,39439,72030,95744,521,2128,4512,6921,9664,2244,1980,8361,5151,3863,898,410,543,39,37,62,83
17-06-2019,74374,29054,70519,67354,61528,50548,88635,29078,32013,15011,1263,5208,1909,6923,5020,1965,3394,9295,4617,1851,97,881,633,58,0,99,41
18-06-2019,86598,39828,79262,2646,41699,13988,10483,70653,23279,54378,8247,3674,4100,4620,4640,9007,6357,2581,3965,3987,795,727,94,60,23,39,19
19-06-2019,29853,88266,35116,82733,19208,81297,27993,87142,90686,18990,4661,76,9153,5327,7791,7167,1968,1478,5800,175,787,279,455,45,21,58,89
20-06-2019,25132,62479,76620,28020,77936,73016,41714,84749,40382,53952,553,9029,7828,8713,6440,7413,1958,6687,6379,3140,697,548,461,9,53,87,97
21-06-2019,69886,10248,33354,45804,57190,30609,17491,64528,39346,99100,1428,5182,193,8434,6158,5233,6291,8518,3726,6340,47,658,807,11,40,37,57
22-06-2019,13304,33760,6198,79995,14296,90658,5995,93833,10127,83562,7466,7263,6154,7084,2302,3296,9586,9809,9729,2798,162,854,616,34,35,87,45
23-06-2019,84095,36484,47726,39519,42208,41739,23557,80379,17507,37216,3591,8107,1757,4133,8596,1219,7053,4452,1405,5333,121,892,15,60,12,17,0
24-06-2019,82084,93974,85506,7011,11558,56701,54362,172,97513,55222,7672,9836,6648,6405,7039,150,5506,544,5231,8024,685,596,16,90,44,16,64
25-06-2019,53768,37656,89892,99859,16273,3052,55789,26128,63211,38163,5531,922,5225,4330,9865,8867,718,5086,2804,9634,920,512,135,19,90,44,52
26-06-2019,90895,20729,36942,27217,59499,35900,74861,4254,91787,53066,841,5539,1428,5912,4937,2048,5625,7076,6119,7190,968,223,890,14,28,65,50
27-06-2019,51776,72323,34926,74307,98856,49064,54649,90065,27047,58920,3166,9702,5755,7064,6286,3734,7471,7131,4168,1054,317,955,227,88,20,75,4
28-06-2019,98073,45763,15351,32341,27799,85413,26094,94620,93354,20309,3402,4770,6880,7930,8681,7759,7037,3897,5259,2412,483,393,793,10,38,54,55
29-06-2019,97734,58493,49762,51935,3064,54365,97448,329,75100,67838,6008,9597,1968,7837,2086,811,5992,9301,3982,6541,299,836,526,10,86,85,92
30-06-2019,73622,92650,27142,26723,67021,17143,15334,97804,61489,80839,6146,2348,5577,2831,3067,4230,9699,3414,3374,4650,586,995,997,77,1,94,42
01-07-2019,31284,15393,4274,21312,17715,16852,97575,98176,35770,98405,8064,9941,6085,4292,5564,5078,3024,8840,9686,9003,771,809,234,72,93,77,39
02-07-2019,85978,66484,73772,58816,67055,52550,46331,1315,68324,72988,6856,319,5675,3374,2238,2877,2033,1030,7479,7204,401,767,900,24,7,58,95
03-07-2019,7188,79085,21703,66598,85756,37276,66,10446,66310,89907,2496,6798,6950,4415,9787,2019,5766,2997,7065,6028,290,348,631,64,58,57,26
04-07-2019,19120,63741,38353,93296,29158,64899,76760,15050,12602,24702,525,1282,2047,3072,1351,9763,857,6857,7965,6430,968,96,507,95,31,88,13
05-07-2019,81937,433,81286,55350,19483,98948,66315,87012,46315,58704,909,6903,5444,134,4221,8132,7896,419,3319,4167,525,820,921,95,19,33,39
06-07-2019,82297,13311,16443,9405,92084,69660,92161,39657,1268,38300,9558,725,6745,1259,1030,6207,6390,6200,1202,819,451,900,549,68,89,80,65
07-07-2019,95705,34865,21976,96895,24155,57126,8515,67229,79646,23483,4936,8775,7723,3182,4948,4487,6624,5882,8314,4323,236,372,650,65,41,70,39
08-07-2019,1783,53350,44101,57652,29852,93909,8821,94694,38897,24119,6617,8366,4722,9436,1871,6151,4284,5975,9502,2052,613,740,725,4,61,93,65
09-07-2019,68490,71330,63573,76967,39455,59430,51209,83932,63784,61407,9779,68,8738,2333,4765,4139,3089,4654,418,379,182,226,256,40,7,62,52
10-07-2019,56266,40927,10988,68258,1367,56330,9769,22259,99819,3458,4533,7778,3730,6331,6538,1865,3401,3055,792,2704,892,540,529,59,57,19,82
11-07-2019,67166,62015,19632,96225,42791,84870,27572,6346,25777,39988,1065,8325,4740,5483,6058,7722,8000,6600,5057,7119,271,857,902,24,8,38,84
12-07-2019,16289,51376,67661,44043,61978,87451,83773,21171,48198,9837,1211,9430,4182,7364,7497,233,1859,9736,2928,3840,517,648,910,58,23,86,57
13-07-2019,63297,65729,44893,86306,39671,30121,95042,40845,7863,76344,1730,5383,1273,142,3930,2430,9837,2119,6994,7402,923,489,194,55,46,79,11
14-07-2019,29202,81626,87665,10101,1770,81655,89053,75546,85276,85825,9220,5604,9123,537,9382,525,2210,8912,2474,6468,114,934,500,26,5,8,73
15-07-2019,77107,94404,50088,50440,78387,83252,30459,44722,86383,27087,7230,4175,6723,8206,1551,6637,9931,9951,4708,6074,620,414,723,53,85,17,11
16-07-2019,68355,53321,47449,97545,81898,74780,32429,97099,75658,71993,398,9922,4190,4398,7737,533,1756,2496,8300,2435,226,653,341,81,15,46,43
17-07-2019,75609,41130,84063,4929,70751,43886,30932,93383,1100,62002,8172,9656,9138,7788,2320,208,492,9504,9985,400,114,440,299,78,40,8,73
18-07-2019,85507,47061,45630,18275,59029,93544,52148,67976,22338,44580,8227,1232,5070,3169,9048,6197,654,7003,9418,310,313,560,309,38,9,11,43
19-07-2019,15102,84936,63579,17598,7421,62597,13439,98428,44390,54471,3310,5387,6682,8876,7551,3606,225,1113,7107,7167,992,412,445,63,84,94,22
20-07-2019,17705,144,9232,26251,53599,26866,23572,68353,9577,52954,4677,1983,6011,901,6488,3338,1809,5634,5690,1035,699,685,645,87,30,16,56
21-07-2019,50545,35760,38375,5828,17955,53971,72064,8569,81222,26517,1342,9782,5724,9773,9522,4773,4696,7032,3710,8444,983,803,845,92,54,47,99
22-07-2019,12598,99924,95208,65308,2590,80260,59726,5537,51947,27843,817,8796,6716,1758,2521,6536,9324,4183,484,9097,415,152,400,3,29,27,79
23-07-2019,75074,70690,57421,39771,8552,78377,22617,24222,50628,5443,9116,7809,1641,9324,6255,3976,1585,6748,5523,4111,215,516,245,57,22,64,56
24-07-2019,54161,94599,37929,54400,27521,89059,26682,4133,14847,9088,1922,1105,8700,2063,3817,1485,4149,4164,4405,4701,592,535,619,8,92,49,42
25-07-2019,22382,22363,2040,20422,59456,61772,61355,71878,76971,71593,8172,3522,4330,4218,1582,3022,8411,9644,8602,930,439,605,607,64,35,34,96
26-07-2019,97420,62976,27803,11950,23770,54417,55999,91552,41424,49853,9831,7559,3632,5495,1973,9950,9703,5003,3317,8155,6,441,643,30,42,5,6
27-07-2019,65694,80171,29886,20697,73992,57837,6218,1454,18892,58660,217,3988,6633,3443,9978,9822,4820,849,7633,8702,492,96,51,74,33,10,17
28-07-2019,59008,46054,27425,31871,70413,87149,756,40724,83952,15252,8592,7791,5269,8735,6488,7283,2578,1631,5869,4144,592,730,69,16,93,30,11
29-07-2019,79918,59307,53561,87015,94889,19019,58537,76548,57392,80953,9614,3325,8583,4085,9771,7380,5939,1547,3980,2897,984,511,157,77,74,64,45
30-07-2019,51357,62294,80318,93442,89874,97818,41969,38205,39390,89726,5275,7157,5025,719,5947,3963,2830,5881,3621,5768,447,132,928,95,39,67,30
31-07-2019,56690,61312,1899,77922,56343,9926,22930,45231,27381,33946,7026,286,2385,9151,3633,6380,3266,8589,9112,2857,504,699,709,3,36,18,12
01-08-2019,5356,75468,75794,65136,47922,88612,41265,88785,13362,22868,3501,1356,8661,6292,5537,7741,7724,5150,7117,8650,316,635,795,5,20,17,14
02-08-2019,82782,94045,58669,38238,58894,16322,6079,83344,28577,43240,2671,191,2612,256,2372,1144,3751,7444,1619,3121,53,278,929,91,68,79,63
03-08-2019,25333,65118,44155,89458,93082,44886,45770,5022,72885,32612,7039,2137,1894,2174,6167,262,4508,9252,6533,582,491,214,196,37,88,69,5
04-08-2019,63132,73770,24905,87481,86252,78978,24941,65364,8644,93306,7829,7239,3687,9573,4853,7912,9237,9094,678,7810,925,254,889,31,75,32,52
05-08-2019,60091,47794,23649,1351,1525,96244,58845,66544,7089,54881,5191,3212,9468,3133,2676,6991,5546,2092,4536,3607,695,372,935,89,87,93,57
06-08-2019,32648,45932,39838,57793,58556,71750,7063,83249,30303,73613,308,8428,5036,6490,6284,399,7641,8447,4190,8678,291,367,801,91,47,9,88
07-08-2019,28326,75586,44311,59307,19615,39630,9903,19593,79719,45630,2404,736,6723,4428,6800,1618,1684,1797,8550,1891,819,439,936,0,59,28,23
08-08-2019,9562,47108,81675,61475,27123,17726,42191,95408,2437,86964,8861,767,7519,628,3553,5500,892,6120,4132,3898,592,395,405,39,18,92,75
09-08-2019,25002,39146,13758,23706,49459,56567,74415,60305,70456,17482,8830,2369,5166,2283,8157,6223,3382,4562,6679,4603,434,144,504,94,55,44,77
10-08-2019,14040,88656,82265,28492,69565,98451,85253,45902,17294,58220,9772,6914,6465,8703,9165,1105,6903,6796,4256,1743,168,476,685,47,62,95,84
11-08-2019,86376,93984,21586,64638,74832,44672,18135,85628,49481,78874,5305,5131,8065,2208,3827,4036,8584,4934,1343,3869,41,272,175,26,92,50,87
12-08-2019,69859,22652,72436,2029,17968,76759,7753,46464,75093,12696,9678,1988,1847,9641,9876,1605,7312,1923,6810,1134,1,133,658,41,82,53,62
13-08-2019,93981,78798,81390,72012,60676,92703,51168,81754,19009,64706,3402,2178,3624,2952,5199,3320,443,7155,5766,6844,422,322,67,0,76,15,91
14-08-2019,10584,25712,80449,61871,95739,31092,24448,99059,86140,86629,5549,5714,5045,1464,9320,6738,663,6594,6763,764,478,927,5,63,58,98,38
15-08-2019,17474,61235,40921,75577,46580,93636,61352,16557,31461,61683,3891,3921,3447,4622,6853,1752,7856,3749,4139,5803,655,448,138,76,11,55,25
16-08-2019,65374,36834,47251,79171,13170,27013,10612,32162,79064,74291,4130,8719,2523,2811,9306,9688,6135,4693,4838,9511,468,103,940,83,3,47,93
17-08-2019,84598,21843,81281,23128,26985,53701,31052,44345,45120,33168,7944,2599,6190,8833,1420,4398,6030,2760,8905,2793,458,577,140,82,27,67,53
18-08-2019,7111,64084,81079,44180,25723,48672,6901,57163,92297,43696,8103,9765,3309,2746,4865,4670,2965,1578,5422,6545,207,420,711,47,9,18,53
19-08-2019,91082,91467,81562,69297,97138,117,22541,31704,37630,90168,106,2442,9484,9191,7194,797,1899,9993,9258,7307,457,472,35,70,52,35,66
20-08-2019,41265,73061,87238,32032,91778,61653,23445,95454,44159,39497,1953,9300,8184,3050,1575,5068,7419,5479,6961,5421,772,784,753,51,8,19,84
21-08-2019,78137,35819,48856,11248,97078,44556,91893,95114,8904,92625,6544,2550,2472,2065,3609,8198,6176,89,9242,9950,354,387,795,95,50,58,0
22-08-2019,56093,64281,58617,29398,99620,38604,96360,9531,82489,37240,1839,3028,340,6158,9969,3158,856,8416,4523,1234,975,833,764,52,39,41,44
23-08-2019,79347,21963,12818,83766,5012,96538,24131,68691,48223,77480,7476,6062,7573,4878,8934,2587,872,5367,9487,8089,121,648,694,1,80,39,89
24-08-2019,25362,12645,59625,58990,64717,42078,32551,99169,82171,419,3273,1840,9361,804,492,1882,1079,1694,7940,9382,382,645,322,23,44,31,28
25-08-2019,97301,24276,41864,95944,93422,13700,15165,66796,382,35261,2638,6146,4725,3572,9392,4529,2935,9142,8808,7546,780,307,578,30,71,13,19
26-08-2019,58963,95499,46867,37259,39220,65210,33593,50495,43558,70564,3139,3317,9627,6900,537,7984,3868,139,9091,1163,444,178,705,0,58,85,98
27-08-2019,59662,59098,23795,42858,86949,96307,91024,38249,95920,63250,1633,7966,3827,7729,2567,5120,4268,8308,6499,4992,562,114,214,2,60,41,45
28-08-2019,41362,43349,44385,30892,42938,40230,48799,94281,72532,24562,4808,159,9024,2586,2776,2143,8763,7307,2125,2434,809,784,53,99,32,71,54
29-08-2019,89773,76425,75302,1236,81576,78563,13727,27635,55912,53228,7652,1455,7113,2425,641,1404,8830,220,163,5724,672,228,796,55,24,96,79
30-08-2019,52766,33040,22888,21272,40025,98932,37764,46827,84066,10293,2978,992,7776,3508,8573,7699,9963,5752,6090,885,925,666,490,79,19,83,63
31-08-2019,70560,42546,22099,14478,47568,25900,57913,75336,22,14889,6514,1999,6018,8972,2422,4750,1600,8706,7263,69,602,794,385,60,27,44,95
01-09-2019,61697,26468,16660,81453,14662,65449,52136,18193,23224,49029,5234,77,1995,169,5097,4318,4562,6628,4618,1993,675,685,564,84,19,31,77
02-09-2019,40725,77727,11421,33009,88981,25570,33326,73380,5278,17839,861,1388,3816,9805,7641,146,463,3340,3812,3943,254,785,457,12,24,52,61
03-09-2019,91254,37095,71323,56977,41761,35543,29078,69655,48106,7296,7892,1329,3774,9013,3420,7426,1569,9065,3718,6003,404,287,594,83,60,82,6
04-09-2019,41784,40530,58805,88316,2098,47475,70848,96221,50504,31213,2874,893,824,6265,710,1090,1135,5682,8836,5896,636,955,442,63,58,57,32
05-09-2019,30051,43294,48137,43790,51700,69689,39971,63070,39403,84610,6240,2853,9803,2312,7985,4203,2255,8178,4899,2794,441,896,157,50,3,16,58
06-09-2019,58517,15045,36548,93310,79836,21826,14419,62322,27127,96909,6406,8870,414,9324,9296,2221,126,3335,8941,581,947,666,467,96,60,31,77
07-09-2019,97616,1357,82135,66464,82457,96970,53109,81190,25349,40983,9738,7602,8425,8068,9782,1476,5255,1459,374,1883,503,552,821,88,48,21,70
08-09-2019,44868,77679,63505,91051,87214,83163,91238,51695,32727,46783,4597,6596,3882,7222,530,5563,9528,2585,7148,3853,491,279,997,23,2,0,13
